ID,YEAR,TITLE,LANGUAGE,AUTHORS
11120,2004-02-01,"Hurrah for New England!
Or, The Virginia Boy's Vacation",en,"Tuthill, Cornelia L. (Cornelia Louisa), 1820-1870"
11121,2004-02-01,"The Bracelets
Or, Amiability and Industry Rewarded",en,"Edgeworth, Maria, 1767-1849"
11122,2004-02-01,"Choice Specimens of American Literature, and Literary Reader
Being Selections from the Chief American Writers",en,"Martin, Benj. N. (Benjamin Nicholas), 1816-1883"
11123,2004-02-01,"The German Classics of the Nineteenth and Twentieth Centuries, Volume 01
Masterpieces of German Literature Translated into English.",en,"Francke, Kuno, 1855-1930 [Editor]"
11124,2004-02-01,Northumberland Yesterday and To-day,en,"Terry, Jean F. (Jean Finlay), 1865-1951"
11125,2004-02-01,"A Compilation of the Messages and Papers of the Presidents. Volume 5, part 3: Franklin Pierce",en,"Richardson, James D. (James Daniel), 1843-1914 [Editor]"
11126,2004-02-01,Ten Girls from Dickens,en,"Sweetser, Kate Dickinson, 1870-1939; Williams, George Alfred, 1875-1932 [Illustrator]"
11127,2004-02-01,The Case of Jennie Brice,en,"Rinehart, Mary Roberts, 1876-1958; Bracker, M. Leone, 1885-1937 [Illustrator]"
11128,2004-02-01,The Red Thumb Mark,en,"Freeman, R. Austin (Richard Austin), 1862-1943"
11129,2004-02-01,No and Other Stories Compiled by Uncle Humphrey,en,Various
11130,2004-02-01,Greek in a Nutshell,en,"Strong, James, 1822-1894"
11131,2004-02-01,Pierre et Jean,fr,"Maupassant, Guy de, 1850-1893"
11132,2004-02-01,"Robert Ier et Raoul de Bourgogne, rois de France (923-936)",fr,"Lauer, Philippe, 1874-1953"
11133,2004-02-01,"Punch, or the London Charivari, Volume 156, Jan. 8, 1919",en,Various
11134,2004-02-01,"The Atlantic Monthly, Volume 07, No. 41, March, 1861
A Magazine of Literature, Art, and Politics",en,Various
11135,2004-02-01,"Monarch, the Big Bear of Tallac",en,"Seton, Ernest Thompson, 1860-1946"
11136,2004-02-01,A Discourse Upon the Origin and the Foundation of the Inequality Among Mankind,en,"Rousseau, Jean-Jacques, 1712-1778"
11137,2004-02-01,"Twenty-Two Years a Slave, and Forty Years a Freeman
Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West",en,"Steward, Austin, 1794-1860"
11138,2004-02-01,Comic History of England,en,"Nye, Bill, 1850-1896"
11139,2004-02-01,Haabløse Slægter,da,"Bang, Herman, 1857-1912"
11140,2004-02-01,"Rollo at Play; Or, Safe Amusements",en,"Abbott, Jacob, 1803-1879"
11141,2004-02-01,A Summer in Leslie Goldthwaite's Life.,en,"Whitney, A. D. T. (Adeline Dutton Train), 1824-1906"
11142,2004-02-01,Unitarianism,en,"Tarrant, W. G. (William George), 1853-1928"
11143,2004-02-01,Mary Marie,en,"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920"
11144,2004-02-01,Somewhere in France,en,"Davis, Richard Harding, 1864-1916"
11145,2004-02-01,"The Discovery of Yellowstone Park
Journal of the Washburn Expedition to the Yellowstone and Firehole Rivers in the Year 1870",en,"Langford, Nathaniel Pitt, 1832-1911"
11146,2004-02-01,The Expedition of the Donner Party and its Tragic Fate,en,"Houghton, Eliza Poor Donner"
11147,2004-02-01,"Phebe, the Blackberry Girl",en,"Livermore, Edward, 1821- [Compiler]"
11148,2004-02-01,"Aunt Harding's Keepsakes
Or, The Two Bibles",en,Anonymous
11149,2004-02-01,"Little Folded Hands
Prayers for Children",en,Anonymous
11150,2004-02-01,"Gems Gathered in Haste
A New Year's Gift for Sunday Schools",en,Anonymous
11151,2004-02-01,The Lost Trail,en,"Ellis, Edward Sylvester, 1840-1916"
11152,2004-02-01,Nummisuutarit,fi,"Kivi, Aleksis, 1834-1872"
11153,2004-02-01,No Hero,en,"Hornung, E. W. (Ernest William), 1866-1921"
11154,2004-02-01,"The Atlantic Monthly, Volume 08, No. 45, July, 1861
A Magazine of Literature, Art, and Politics",en,Various
11155,2004-02-01,"The Atlantic Monthly, Volume 07, No. 42, April, 1861
A Magazine of Literature, Art, and Politics",en,Various
11156,2004-02-01,Buddy and Brighteyes Pigg: Bed Time Stories,en,"Garis, Howard Roger, 1873-1962; Wisa, Louis [Illustrator]"
11157,2004-02-01,"The Atlantic Monthly, Volume 08, No. 46, August, 1861
A Magazine of Literature, Art, and Politics",en,Various
11158,2004-02-01,"The Atlantic Monthly, Volume 10, No. 61, November, 1862
Magazine of Literature, Art, and Politics",en,Various
11159,2004-02-01,"The Atlantic Monthly, Volume 10, No. 62, December, 1862
A Magazine of Literature, Art, and Politics",en,Various
11160,2004-02-01,"A Cotswold Village; Or, Country Life and Pursuits in Gloucestershire",en,"Gibbs, J. Arthur (Joseph Arthur), 1867-1899"
11161,2004-02-01,Mary Wollaston,en,"Webster, Henry Kitchell, 1875-1932"
11162,2004-02-01,The Story of Little Black Mingo,en,"Bannerman, Helen, 1862-1946"
11163,2004-02-01,Potterism: A Tragi-Farcical Tract,en,"Macaulay, Rose, 1881-1958"
11164,2004-02-01,Rough and Tumble Engineering,en,"Maggard, James H."
11165,2004-02-01,Wild Wings: A Romance of Youth,en,"Chalmers, Margaret Piper, 1880-"
11166,2004-02-01,For Gold or Soul? The Story of a Great Department Store,en,"Sheldon, Lurana, 1862-1945"
11167,2004-02-01,"Deccan Nursery Tales; or, Fairy Tales from the South",en,"Kincaid, C. A. (Charles Augustus), 1870-1954; Dhurandhar, M. V. [Illustrator]"
11168,2004-02-01,Life of St. Declan of Ardmore and Life of St. Mochuda of Lismore,en,"O'Clery, Michael, 1575-1643 [Contributor]; Power, P. (Patrick), 1862-1951 [Editor]"
11169,2004-02-01,"Punch, or the London Charivari, Volume 153, August 15, 1917",en,Various
11170,2004-02-01,"The Atlantic Monthly, Volume 07, No. 43, May, 1861
A Magazine of Literature, Art, and Politics",en,Various
11171,2004-02-01,"Uncle Tom's Cabin, Young Folks' Edition",en,"Stowe, Harriet Beecher, 1811-1896"
11172,2004-02-01,Abraham Lincoln: A Play,en,"Drinkwater, John, 1882-1937; Bennett, Arnold, 1867-1931 [Author of introduction, etc.]"
11173,2004-02-01,"The Atlantic Monthly, Volume 05, No. 27, January, 1860
A Magazine of Literature, Art, and Politics",en,Various
11174,2004-02-01,"Four Great Americans: Washington, Franklin, Webster, Lincoln
A Book for Young Americans",en,"Baldwin, James, 1841-1925"
11175,2004-02-01,L'inutile beauté,fr,"Maupassant, Guy de, 1850-1893"
11176,2004-02-01,Mémoires du sergent Bourgogne,fr,"Bourgogne, Adrien-Jean-Baptiste-François, 1785-1867; Cottin, Paul, 1856-1932 [Editor]; Hénault, Maurice, 1867- [Editor]"
11177,2004-02-01,"Punchinello, Volume 1, No. 01, April 2, 1870",en,Various
11178,2004-02-01,La sagesse et la destinée,fr,"Maeterlinck, Maurice, 1862-1949"
11179,2004-02-01,"Seeing Europe with Famous Authors, Volume 6
Germany, Austria-Hungary and Switzerland, part 2",en,"Halsey, Francis W. (Francis Whiting), 1851-1919 [Editor]"
11180,2004-02-01,The World's Greatest Books — Volume 06 — Fiction,en,"Hammerton, J. A. (John Alexander), 1871-1949 [Editor]; Mee, Arthur, 1875-1943 [Editor]"
11181,2004-02-01,"Captains All
Captains All, Part 1.",en,"Jacobs, W. W. (William Wymark), 1863-1943"
11182,2004-02-01,"The Boatswain's Mate
Captains All, Book 2.",en,"Jacobs, W. W. (William Wymark), 1863-1943"
11183,2004-02-01,"The Nest Egg
Captains All, Book 3.",en,"Jacobs, W. W. (William Wymark), 1863-1943"
11184,2004-02-01,"The Constable's Move
Captains All, Book 4.",en,"Jacobs, W. W. (William Wymark), 1863-1943"
11185,2004-02-01,"Bob's Redemption
Captains All, Book 5.",en,"Jacobs, W. W. (William Wymark), 1863-1943"
11186,2004-02-01,"Over the Side
Captains All, Book 6.",en,"Jacobs, W. W. (William Wymark), 1863-1943"
11187,2004-02-01,"Four Pigeons
Captains All, Book 7.",en,"Jacobs, W. W. (William Wymark), 1863-1943"
11188,2004-02-01,"The Temptation of Samuel Burge
Captains All, Book 8.",en,"Jacobs, W. W. (William Wymark), 1863-1943"
11189,2004-02-01,"The Madness of Mr. Lister
Captains All, Book 9.",en,"Jacobs, W. W. (William Wymark), 1863-1943"
11190,2004-02-01,"The White Cat
Captains All, Book 10.",en,"Jacobs, W. W. (William Wymark), 1863-1943"
11191,2004-02-01,Captains All and Others,en,"Jacobs, W. W. (William Wymark), 1863-1943"
11192,2004-02-01,The Americanism of Washington,en,"Van Dyke, Henry, 1852-1933"
11193,2004-02-01,Elegies and Other Small Poems,en,"Betham, Matilda, 1776-1852"
11194,2004-02-01,Vignettes in Verse,en,"Betham, Matilda, 1776-1852"
11195,2004-02-01,Alcatraz,en,"Brand, Max, 1892-1944"
11196,2004-02-01,"The Atlantic Monthly, Volume 04, No. 21, July, 1859
A Magazine of Literature, Art, and Politics",en,Various
11197,2004-02-01,Bambi,en,"Cooke, Marjorie Benton, 1876-1920; Blumenschein, Mary Shepard Greene, 1869-1958 [Illustrator]"
11198,2004-02-01,Christianity and Islam,en,"Becker, Carl Heinrich, 1876-1933; Chaytor, H. J. (Henry John), 1871-1954 [Translator]"
11199,2004-02-01,Claire de Lune,fr,"Maupassant, Guy de, 1850-1893"
11200,2004-02-01,"The World War and What was Behind It; Or, The Story of the Map of Europe",en,"Bénézet, Louis Paul, 1878-1961"
11201,2004-02-01,"Punch, or the London Charivari, Volume 156, March 5, 1919",en,Various
11202,2004-02-01,"A Compilation of the Messages and Papers of the Presidents. Volume 3, part 1: Andrew Jackson (Second Term)",en,"Richardson, James D. (James Daniel), 1843-1914 [Editor]"
11203,2004-02-01,"Narrative of a Survey of the Intertropical and Western Coasts of Australia — Vol. 1
Performed between the years 1818 and 1822",en,"King, Philip Parker, 1793-1856"
11204,2004-02-01,Diseases of the Horse's Foot,en,"Reeks, H. Caulton (Harry Caulton)"
11205,2004-02-01,20.000 Mijlen onder Zee: Oostelijk Halfrond,nl,"Verne, Jules, 1828-1905"
11206,2004-02-01,Compendio di Chimica Fisiologica,it,"Cominelli, A."
11207,2004-02-01,Redevoeringen,nl,"Conscience, Hendrik, 1812-1883"
11208,2004-02-01,"De legende en de heldhaftige, vroolijke en roemrijke daden van Uilenspiegel en Lamme Goedzak in Vlaanderenland en elders",nl,"Coster, Charles de, 1827-1879; Gondry, Jules [Illustrator]; Clercq, René de, 1877-1932 [Translator]; Delbecq, Richard [Translator]"
11209,2004-02-01,Wat eene moeder lijden kan,nl,"Conscience, Hendrik, 1812-1883"
11210,2004-02-01,"The Mirror of Literature, Amusement, and Instruction. Volume 12, No. 338, November 1, 1828",en,Various
11211,2004-02-01,A Minstrel in France,en,"Lauder, Harry, Sir, 1870-1950"
11212,2004-02-01,Modern India,en,"Curtis, William Eleroy, 1850-1911"
11213,2004-02-01,"Brotherly Love
Shewing That as Merely Human It May Not Always Be Depended Upon",en,"Kelly, Sophia, 1815-; Sherwood, Mary Martha, 1775-1851"
11214,2004-02-01,The Garies and Their Friends,en,"Webb, Frank J., 1828-1894; Stowe, Harriet Beecher, 1811-1896 [Author of introduction, etc.]"
11215,2004-02-01,Poems (1828),en,"Gent, Thomas, 1780-"
11216,2004-02-01,The Happy Venture,en,"Price, Edith Ballinger, 1897-1997"
11217,2004-02-01,The Visioning: A Novel,en,"Glaspell, Susan, 1882?-1948"
11218,2004-02-01,"Highroads of Geography
Introductory Book: Round the World with Father",en,Anonymous
11219,2004-02-01,"The Mirror of Literature, Amusement, and Instruction. Volume 14, No. 384, August 8, 1829",en,Various
11220,2003-08-01,"Project Gutenberg ""Best Of"" CD August 2003",en,Project Gutenberg [Compiler]
11221,2004-02-01,The Bent Twig,en,"Fisher, Dorothy Canfield, 1879-1958"
11222,2004-02-01,"The Mirror of Literature, Amusement, and Instruction. Volume 14, No. 395, October 24, 1829",en,Various
11223,2004-02-01,Big Timber: A Story of the Northwest,en,"Sinclair, Bertrand W., 1881-1972"
11224,2004-02-01,Utilitarianism,en,"Mill, John Stuart, 1806-1873"
11225,2004-02-01,"Punch, or the London Charivari, Volume 156, January 22, 1919",en,Various
11226,2004-02-01,Building a State in Apache Land,en,"Poston, Charles D. (Charles Debrille), 1825-1902"
11227,2004-02-01,Ten Boys from Dickens,en,"Sweetser, Kate Dickinson, 1870-1939; Williams, George Alfred, 1875-1932 [Illustrator]"
11228,2004-02-01,The Marrow of Tradition,en,"Chesnutt, Charles W. (Charles Waddell), 1858-1932"
11229,2004-02-01,The Purple Cloud,en,"Shiel, M. P. (Matthew Phipps), 1865-1947"
11230,2004-02-01,Macmillan's Reading Books. Book V,en,Anonymous
